year,country,artist,song,all_languages,main_language,lyrics_original,lyrics_english,bpm,tone,dancers,stage_director,place,points,running_order,top_3_words
2009,Montenegro,Andrea Demirović,Just Get Out of My Life,English,English,"Everybody's sayin' your love is like a prison Everybody's tryin' to help me to come free Everybody's talkin' 'bout all the things I'm missin' And for all them reasons I must agree  It's too dangerous when we touch And I love you much too much Get out of my life, babe  Just get out of my, out of my, ...","Everybody's sayin' your love is like a prison Everybody's tryin' to help me to come free Everybody's talkin' 'bout all the things I'm missin' And for all them reasons I must agree  It's too dangerous when we touch And I love you much too much Get out of my life, babe  Just get out of my, out of my, ...",137,G minor,,,,,,"everybodys, love, much"
2009,Poland,Lidia Kopania,I Don't Wanna Leave,English,English,"I can't say the words I feel inside so deep 'Cause when the clouds come out, I feel so incomplete I know the sun shines down on me I see it now, the rain won't get to me I just wanna live my life the way it's meant to be  I don't wanna leave, but it's my destiny I will wrap my arms around the world ...","I can't say the words I feel inside so deep 'Cause when the clouds come out, I feel so incomplete I know the sun shines down on me I see it now, the rain won't get to me I just wanna live my life the way it's meant to be  I don't wanna leave, but it's my destiny I will wrap my arms around the world ...",144,F# major,,Bolesław Pawica,,,,"feel, wanna, cant"
2009,Cyprus,Christina Metaxa,Firefly,English,English,"It's the question that drives us Where we must go It's the unknown that drives from us What we want most But the firefly sits in the corner and rests  And it won't care if you stare But believe me, it's best to let go Don't just go with the flow  And the firefly comes to you Sits on your finger It s...","It's the question that drives us Where we must go It's the unknown that drives from us What we want most But the firefly sits in the corner and rests  And it won't care if you stare But believe me, it's best to let go Don't just go with the flow  And the firefly comes to you Sits on your finger It s...",102,F# major,,Fotis Nikolaou,,,,"drives, firefly, sits"
2009,Belarus,Petr Elfimov,Eyes That Never Lie,English,English,I was wandering alone I was turning to stone I was going insane When you came into my life  You chased sorrow away You changed night into day You cured all of my pain With your eyes that never lie  All my life I waited Thinking I would never fly Then you looked and saw my wings With your eyes that n...,I was wandering alone I was turning to stone I was going insane When you came into my life  You chased sorrow away You changed night into day You cured all of my pain With your eyes that never lie  All my life I waited Thinking I would never fly Then you looked and saw my wings With your eyes that n...,138,C major,,Janusz Józefowicz,,,,"life, eyes, never"
2009,Switzerland,Lovebugs,The Highest Heights,English,English,"I climb a tree, so mighty high I see the world from just beneath the sky The dreams I dream, they take me high Oh, it's always worth a try  The time is now, so stop the tease And may I have your attention, please The time has come, the curtains call  Will you catch me when I fall? Oh yeah From the h...","I climb a tree, so mighty high I see the world from just beneath the sky The dreams I dream, they take me high Oh, it's always worth a try  The time is now, so stop the tease And may I have your attention, please The time has come, the curtains call  Will you catch me when I fall? Oh yeah From the h...",118,F major,,,,,,"high, time, climb"
2009,Hungary,Zoli Ádok,Dance With Me,English,English,"I see it in your eyes, you wanna dance with me tonight It's rainin' on your body as you're puttin' up a fight The way you're moving, how you groove is somewhere out of sight You know it's only fair to tell you that you do it right  Now with a little luck, I'm gonna meet you on the dance floor Just b...","I see it in your eyes, you wanna dance with me tonight It's rainin' on your body as you're puttin' up a fight The way you're moving, how you groove is somewhere out of sight You know it's only fair to tell you that you do it right  Now with a little luck, I'm gonna meet you on the dance floor Just b...",125,C minor,,Tímea Papp,,,,"dance, youre, see"
2009,Slovenia,Quartissimo feat. Martina,Love Symphony,Slovene & English,Slovene & English,"Rodi se in umre Kot krog obrača se Le jaz in ti sva vse To simfonija je  Rodi se in umre Kot krog obrača se Le jaz in ti sva vse To simfonija je  Out of time, out of place Somewhere inside my universe Where you live your dreams  Imagine you and me We're flying above the sea Feeling free eternаlly Li...","It's born and it dies Turning like a circle Only you and I are everything That's a symphony  It's born and it dies Turning like a circle Only you and I are everything That's a symphony  Out of time, out of place Somewhere inside my universe Where you live your dreams  Imagine you and me We're flying...",132,A minor,,Miha Alujevič,,,,"born, dies, turning"
2009,Netherlands,The Toppers,Shine,English,English,"(Shine, shine, shine)  There are so many wars right now in this world There are so many things not right There are too many people hurt in this world There are too many men that fight  Time is now to make the change Time is on our side Love will make us glow in the dark So open up your heart Are you...","(Shine, shine, shine)  There are so many wars right now in this world There are so many things not right There are too many people hurt in this world There are too many men that fight  Time is now to make the change Time is on our side Love will make us glow in the dark So open up your heart Are you...",132,Ab major,,,,,,"many, shine, right"
2009,Andorra,Susanne Georgi,La Teva Decisió (Get A Life),Catalan,Catalan,"Sé que m'estimes, malgrat tot Que desconfies de la sort Però no pots negar, és un error Deixar-ho tot serà la fí del nostre amor  You've got to get a life, that's what you say to me But I would rather die, if you're not in it with me I'm gonna get a life, the kind that's made for two I know there's ...","I know that you love me, in spite of everything That you distrust luck But you can't deny it's a mistake Leaving it all will be the end of our love  You've got to get a life, that's what you say to me  But I would rather die, if you're not in it with me  I'm gonna get a life, the kind that's made fo...",133,G major,,,,,,"love, get, life"
2009,Slovakia,Kamil Mikulčík & Nela Pocisková,Leť Tmou,Slovak,Slovak,"Cítim chladné, tiene zradné Túžbou planie čo je na dne Prázdno v duši, to sa stáva Horkú príchuť temno máva  My musíme vyjsť z tieňov, nástrah a slov Srdce daj, nezúfaj, a leť tmou  Tiež to cítim, tiež sa bojím Sen sa chveje strachom mojim Chvíľa straty, chvíľa strachu Keď sa nádej váľa v prachu  My...","I feel cold, deceitful shadows The desire sparked at the bottom A void in the soul becoming A taste of bitter, a taste of dark  We must come out of the shadows, intrigues and words Give your heart, don't despair, and fly through the darkness  I also feel it, I am also afraid The dream is trembling w...",153,E minor,,,,,,"feel, shadows, taste"
2009,Bulgaria,Krassimir Avramov,Illusion,English,English,"Give me, give me your time Show me, show me you're mine Give me, give me your time Show me, show me you're mine (So I want your touch) All I want is your touch (Baby, need you much) Baby, need you so much  Show me all I've never seen Wrong, it feels so wrong To be a part from afar  Your lips could s...","Give me, give me your time Show me, show me you're mine Give me, give me your time Show me, show me you're mine (So I want your touch) All I want is your touch (Baby, need you much) Baby, need you so much  Show me all I've never seen Wrong, it feels so wrong To be a part from afar  Your lips could s...",130,E minor,,,,,,"show, give, time"
2009,Latvia,Intars Busulis,Probka,Russian (Russkiy),Russian (Russkiy),"Probka – vse ustalji vot kak Ljitsa seri, njervi, toljka b vekhat pjervim I pavsjudu vstalji jašiki iz stalji Vdrug ja vjižu više prigajet po krišam, djevuška  Vperedji prigajet prjama S mjersa na voljva Tru glaza, možet eta miraž No glazam uže boljna  Ej, vazjmi menja navjerkh s saboj Ja ustal trub...",Not available in English,143,G minor,,Viktors Runtulis,,,,
2009,Belgium,Copycat,Copycat,English,English,"Way down in Memphis, Tennessee There's a guy looking just like me Wearing the same blue suede shoes Singing the same old blues  Way down in the US of A There's a guy doing things my way Combing the same greasy hair Hugging the same teddy bear  He's a copycat, trying to steal my soul But he's too fat...","Way down in Memphis, Tennessee There's a guy looking just like me Wearing the same blue suede shoes Singing the same old blues  Way down in the US of A There's a guy doing things my way Combing the same greasy hair Hugging the same teddy bear  He's a copycat, trying to steal my soul But he's too fat...",88,D major,,,,,,"way, theres, guy"
2009,Czechia,Gipsy.cz,Aven Romale,English & Czech,English & Czech,"They used to call me Gipsy, hello there It means no problem to me, I don't care Till I've got microphone making you act I love to be that gipsy rat  Word ain't key to me I can't think that easily If you keep that energy Gipsy sounds like symphony  Hate me or love me, baby Speed up from null to eight...","They used to call me Gipsy, hello there It means no problem to me, I don't care Till I've got microphone making you act I love to be that gipsy rat  Word ain't key to me I can't think that easily If you keep that energy Gipsy sounds like symphony  Hate me or love me, baby Speed up from null to eight...",,,,,,,,"gipsy, love, used"
2010,Germany,Lena,Satellite,English,English,"I went everywhere for you I even did my hair for you I bought new underwear, they're blue And I wore 'em just the other day  Love, you know I'll fight for you I left on the porch light for you Whether you are sweet or cruel I'm gonna love you either way  Love, oh love, I gotta tell you how I feel ab...","I went everywhere for you I even did my hair for you I bought new underwear, they're blue And I wore 'em just the other day  Love, you know I'll fight for you I left on the porch light for you Whether you are sweet or cruel I'm gonna love you either way  Love, oh love, I gotta tell you how I feel ab...",95,A major,,,1,246,22,"love, went, everywhere"
2010,Turkey,maNga,We Could Be The Same,English,English,You could be the one in my dreams You could be much more than you seem Anything I've wanted in life Do you understand what I mean? I can see that this could be fate I can love you more than they hate Doesn't matter who they will blame We can beat them at their own game  I can see it in your eyes It ...,You could be the one in my dreams You could be much more than you seem Anything I've wanted in life Do you understand what I mean? I can see that this could be fate I can love you more than they hate Doesn't matter who they will blame We can beat them at their own game  I can see it in your eyes It ...,133,D minor,,Genevieve Cleary,2,170,14,"see, one, dreams"
